"","APMC","Commodity","Year","V1"
"7515","Sangamner","Bajri",2014,0.0364453465005541
"7516","Mantha","Cotton",2015,0.0364287804056433
"7517","Lonand","Bajri",2015,0.036389676266178
"7518","Mahagaon","Cotton",2016,0.0362964913979895
"7519","Palam","Pigeon Pea (Tur)",2016,0.0362793209540257
"7520","Achalpur","Ground Nut Pods (Dry)",2015,0.0362618862146947
"7521","Khamgaon","Male Goat",2014,0.0362618862146947
"7522","Osmanabad","Black Gram",2014,0.0362618862146947
"7523","Ashti (Jalna)","Bajri",2015,0.0362616752960443
"7524","Lakhandur","Coriander (Dry)",2016,0.036233038353023
"7525","Latur-Murud","Safflower",2016,0.0362099019212549
"7526","Naigaon","Cotton",2015,0.036171115636869
"7527","Pathari","Sorgum(Jawar)",2016,0.0361389147781111
"7528","Yeotmal","Black Gram",2014,0.0361318275311896
"7529","Karanja","Ground Nut Pods (Dry)",2014,0.0361092634079167
"7530","Sonpeth","Wheat(Husked)",2015,0.0361025279405762
"7531","Pachora","Rice(Paddy-Hus)",2016,0.0360455573172799
"7532","Shevgaon-Bodhegaon","Sorgum(Jawar)",2014,0.0360325767700294
"7533","Tasgaon","Bedana",2016,0.0360054706991719
"7534","Nandgaon","Wheat(Husked)",2015,0.0359898817815091
"7535","Kalvan","Maize",2014,0.035949424350205
"7536","Tumsar","Wheat(Husked)",2015,0.0359168125936324
"7537","Murtizapur","Wheat(Husked)",2016,0.0359075640491901
"7538","Navapur","Paddy-Unhusked",2016,0.0358863792987005
"7539","Manmad","Gram",2014,0.0358532605249032
"7540","Vaduj","Bajri",2015,0.0358108917556367
"7541","Jalkot","Soybean",2014,0.0358056218799387
"7542","Ashti (Wardha)","Cotton",2015,0.0357983988536773
"7543","Udgir","Safflower",2016,0.0357925623097888
"7544","Sindi (Selu)","Cotton",2016,0.0357696214911979
"7545","Shegaon","Wheat(Husked)",2016,0.0357355160194099
"7546","Shrirampur","Soybean",2014,0.0357264549940709
"7547","Dound","Gram",2014,0.0357256660858268
"7548","Ramtek","Pigeon Pea (Tur)",2014,0.0356495196436971
"7549","Sangli-Phale Bhajipalam","Grapes",2016,0.03562679420695
"7550","Naigaon","Cotton",2014,0.035619351843089
"7551","Sinner","Sorgum(Jawar)",2016,0.0356150185887331
"7552","Mumbai-Fruit Market","Custard Apple",2016,0.0356099620457216
"7553","Basmat (Kurunda)","Soybean",2016,0.0356096940165887
"7554","Ghatanji","Soybean",2016,0.035608874133667
"7555","Chandur Bajar","Sorgum(Jawar)",2016,0.0355978155138199
"7556","Lakhandur","Paddy-Unhusked",2015,0.0355311633211156
"7557","Nandura","Soybean",2014,0.0355089667950918
"7558","Malkapur","Wheat(Husked)",2015,0.035493268203156
"7559","Sailu","Pigeon Pea (Tur)",2014,0.0354719679963553
"7560","Sangali","Jaggery",2014,0.0354654359450862
"7561","Pune","Sorgum(Jawar)",2014,0.0354342202563852
"7562","Kalyan","Wheat(Husked)",2016,0.0354204393241438
"7563","Bhokar","Maize",2016,0.0354100291152989
"7564","Kalamb (Yawatmal)","Soybean",2015,0.0354000185511407
"7565","Ghansawangi","Sorgum(Jawar)",2016,0.0353843322091886
"7566","Shahada","Wheat(Husked)",2015,0.0353568214515474
"7567","Shegaon","Maize",2014,0.0353553390593274
"7568","Atpadi","Bajri",2014,0.035347975664671
"7569","Ambejogai","Safflower",2014,0.0353326898991356
"7570","Jafrabad","Sorgum(Jawar)",2015,0.0353319211051714
"7571","Parli-Vaijnath","Sunflower",2016,0.0353083309264371
"7572","Dondaicha","Soybean",2016,0.0353083309264371
"7573","Ashti (Wardha)","Cotton",2016,0.0352793098724677
"7574","Karmala","Sorgum(Jawar)",2014,0.0352691550338687
"7575","Palghar(Bevur)","Rice(Paddy-Hus)",2015,0.0352575746261837
"7576","Solapur","Soybean",2014,0.0352483172988474
"7577","Patur","Soybean",2014,0.035214299393507
"7578","Palghar(Bevur)","Rice(Paddy-Hus)",2016,0.0351708630725197
"7579","Zarijamini","Soybean",2014,0.0351600056943587
"7580","Nampur","Wheat(Husked)",2016,0.0351559541249894
"7581","Newasa","Bajri",2015,0.0351489572278169
"7582","Dhule","Cowpea",2016,0.0351119126150637
"7583","Kannad","Black Gram",2016,0.0350631461745395
"7584","Tasgaon","Ghevda Seed",2015,0.0350631461745395
"7585","Indapur-Bhigwan","Ground Nut Pods (Dry)",2014,0.0350269612971664
"7586","Loha","Turmeric",2016,0.0349993899276325
"7587","Kalmeshwar","Wheat(Husked)",2015,0.0349977497218362
"7588","Newasa","Wheat(Husked)",2016,0.0349691843230371
"7589","Akluj","Wheat(Husked)",2014,0.0349544915396364
"7590","Morshi","Wheat(Husked)",2015,0.0349271743126208
"7591","Pandharpur","Wheat(Husked)",2014,0.0349131836221152
"7592","Sindkhed Raja","Soybean",2016,0.0349083847505794
"7593","Mumbai","Arvi",2014,0.0348824004819842
"7594","Samudrapur","Cotton",2015,0.0348782457873686
"7595","Raver-Sawada","Maize",2016,0.0348378207082269
"7596","Lonand","Wheat(Husked)",2015,0.0348367294726005
"7597","Murtizapur","Wheat(Husked)",2015,0.0348177636062548
"7598","Kada","Gram",2014,0.0348142123749142
"7599","Nandurbar","Soybean",2014,0.0348049627640823
"7600","Washim","Green Gram",2014,0.0347986382366634
"7601","Mumbai","Horse Gram",2015,0.0347938144329897
"7602","Amarawati","Linseed",2015,0.0347729931924941
"7603","Beed","Sorgum(Jawar)",2016,0.0347475957389485
"7604","Mumbai","Green Peas (Dry)",2014,0.0347088977180197
"7605","Mangaon(Bhadav)","Rice(Paddy-Hus)",2015,0.0346904838307634
"7606","Karanja","Wheat(Husked)",2015,0.0346582789775529
"7607","Achalpur","Pigeon Pea (Tur)",2014,0.0346492052785804
"7608","Sinner","Matki",2014,0.0346482290602465
"7609","Solapur","Pigeon Pea (Tur)",2014,0.0346377136546581
"7610","Digras","Rice(Paddy-Hus)",2016,0.0346338015275044
"7611","Murbad","Paddy-Unhusked",2014,0.0346189551695892
"7612","Malegaon (Washim)","Soybean",2015,0.0346113774570877
"7613","Loha","Black Gram",2014,0.0345883464397197
"7614","Jalna","Safflower",2016,0.0345656552680691
"7615","Jalgaon Jamod-Aasalgaon","Wheat(Husked)",2016,0.034558423001786
"7616","Mehkar","Black Gram",2014,0.0345584102033451
"7617","Satana","Soybean",2015,0.0345539374968993
"7618","Pune","Green Gram",2015,0.0345492228687806
"7619","Dudhani","Wheat(Husked)",2014,0.0345422588911956
"7620","Pune","Wheat(Husked)",2015,0.0345394088109417
"7621","Arvi","Cotton",2014,0.0345318242522025
"7622","Sillod","Safflower",2015,0.034493013716417
"7623","Aheri","Linseed",2015,0.034493013716417
"7624","Devala","Ground Nut Pods (Dry)",2015,0.034493013716417
"7625","Shirur","Coriander (Dry)",2015,0.034493013716417
"7626","Lohara","Sorgum(Jawar)",2016,0.0344661478000914
"7627","Ralegaon","Cotton",2016,0.0344438980932368
"7628","Karanja","Soybean",2014,0.034440008133807
"7629","Satana","Wheat(Husked)",2015,0.0344320653268999
"7630","Jalkot","Sorgum(Jawar)",2015,0.0344220647680801
"7631","Pathardi","Bajri",2014,0.0343485406335563
"7632","Bhokardan-Pimpalgaon Renu","Wheat(Husked)",2014,0.0343437212633161
"7633","Tasgaon","Maize",2014,0.0343359893747641
"7634","Ambejogai","Safflower",2015,0.0343135031308387
"7635","Chopda","Bajri",2014,0.034294108758723
"7636","Jalgaon Jamod-Aasalgaon","Maize",2016,0.0342824911591261
"7637","Khamgaon","Wheat(Husked)",2016,0.0342794932043024
"7638","Indapur-Bhigwan","Pigeon Pea (Tur)",2014,0.0342448282019222
"7639","Pune","Chillies(Red)",2014,0.034234876017363
"7640","Chopda","Soybean",2015,0.0342156939252461
"7641","Ashti (Jalna)","Sorgum(Jawar)",2016,0.0341944458061156
"7642","Sillod","Gram",2015,0.0341738106667213
"7643","Amarawati","Pigeon Pea (Tur)",2014,0.0341720189626021
"7644","Raver","Wheat(Husked)",2016,0.0341379643256743
"7645","Mudkhed","Wheat(Husked)",2016,0.0341132580719441
"7646","Arvi","Soybean",2016,0.0340779344297304
"7647","Jalgaon Jamod","Wheat(Husked)",2015,0.0340237317580288
"7648","Yawal","Soybean",2015,0.033972484713613
"7649","Nagpur","Rice(Paddy-Hus)",2015,0.033953551395587
"7650","Bhokar","Wheat(Husked)",2016,0.0339195175443335
"7651","Pathardi","Gram",2014,0.0338972947146477
"7652","Malegaon","Soybean",2014,0.0338845078267205
"7653","Chalisgaon","Ground Nut Pods (Dry)",2014,0.0338837838631367
"7654","Shegaon","Sunflower",2014,0.0338011932841973
"7655","Jintur-Bori","Wheat(Husked)",2015,0.0337825125782074
"7656","Pachora","Soybean",2015,0.0337722641760739
"7657","Akhadabalapur","Sorgum(Jawar)",2015,0.0336560805482415
"7658","Achalpur","Soybean",2014,0.0336416588977243
"7659","Anajngaon Surji","Soybean",2014,0.0336343328821415
"7660","Barshi","Ground Nut Pods (Dry)",2014,0.0336320545159005
"7661","Chalisgaon","Pigeon Pea (Tur)",2016,0.0336150672152762
"7662","Ausa","Paddy-Unhusked",2014,0.0336085876508593
"7663","Mumbai","Chillies(Red)",2014,0.0335290790336482
"7664","Bhokar","Cotton",2015,0.0335231140828664
"7665","Bhokar","Sunflower",2015,0.0335064997944235
"7666","Khamgaon","Cotton",2016,0.0335021237048593
"7667","Bhokardan","Cotton",2015,0.0334943444252278
"7668","Deglur","Black Gram",2014,0.0334926579005092
"7669","Dhamangaon-Rly","Wheat(Husked)",2014,0.0334796629604615
"7670","Mantha","Wheat(Husked)",2015,0.0334479455081041
"7671","Jalna","Wheat(Husked)",2014,0.0334428429861712
"7672","Indapur-Bhigwan","Wheat(Unhusked)",2014,0.0334341244456589
"7673","Basmat","Soybean",2014,0.0334313922768653
"7674","Kalmeshwar","Orange",2014,0.0334268660197277
"7675","Akluj","Pigeon Pea (Tur)",2015,0.033357062218858
"7676","Varud-Rajura Bazar","Gram",2014,0.0332684313806274
"7677","Vani","Cotton",2015,0.0332424911029855
"7678","Nira","Maize",2015,0.0331953065154646
"7679","Gondpimpri","Soybean",2014,0.0331837550867393
"7680","Kalvan","Green Gram",2015,0.0331678536196347
"7681","Malkapur","Maize",2014,0.0331466137769994
"7682","Ambejogai","Bajri",2016,0.0331456303681194
"7683","Yawal","Sorgum(Jawar)",2016,0.0331065619352878
"7684","Umarga","Wheat(Husked)",2014,0.0330876937904206
"7685","Tasgaon","Soybean",2015,0.0330862140116438
"7686","Fulambri","Cotton",2016,0.0330101932068132
"7687","Akole","Soybean",2014,0.0329958719887374
"7688","Hingoli","Pigeon Pea (Tur)",2014,0.0329938843183421
"7689","Nira-Saswad","Bajri",2016,0.0329779867417685
"7690","Khamgaon","Pigeon Pea (Tur)",2014,0.0329707307590103
"7691","Vani","Cotton",2014,0.0329615415129142
"7692","Rahuri","Gram",2015,0.0329450546555847
"7693","Khamgaon","Soybean",2014,0.0329431336010332
"7694","Kinwat","Pigeon Pea (Tur)",2016,0.0329322361593495
"7695","Kopargaon","Soybean",2014,0.0329290034214944
"7696","Sailu","Soybean",2014,0.0329271736362626
"7697","Gangapur","Wheat(Husked)",2016,0.0329176593583392
"7698","Kannad","Maize",2016,0.0328925598174224
"7699","Nagpur","Linseed",2016,0.0328886874970487
"7700","Dudhani","Black Gram",2014,0.0328503514202864
"7701","Dhule","Sorgum(Jawar)",2014,0.0327763701809629
"7702","Vaijapur","Safflower",2015,0.0327750949662606
"7703","Kalvan","Bajri",2014,0.0327616924875789
"7704","Taloda","Gram",2014,0.0327573376816638
"7705","Sonpeth","Sorgum(Jawar)",2015,0.0327523648990181
"7706","Achalpur","Mustard",2015,0.0327508119047783
"7707","Koregaon","Gram",2014,0.0327117514461458
"7708","Pandharpur","Sorgum(Jawar)",2016,0.0327054213597872
"7709","Lonand","Wheat(Husked)",2016,0.0326875266966585
"7710","Mumbai","Beet Root",2016,0.0326802039163939
"7711","Majalgaon","Sorgum(Jawar)",2016,0.0326688167855514
"7712","Lakhandur","Paddy-Unhusked",2016,0.0326363386710871
"7713","Hingoli","Ground Nut Pods (Dry)",2014,0.0326356975932253
"7714","Khamgaon","Sunflower",2015,0.0326338420401062
"7715","Jalkot","Soybean",2016,0.0326010183323534
"7716","Nanded","Wheat(Husked)",2016,0.0325730093924528
"7717","Umarga","Sunflower",2015,0.0325297072491509
"7718","Kada (Ashti)","Maize",2015,0.0324913589887145
"7719","Sillod-Bharadi","Maize",2015,0.0324810260406507
"7720","Umarkhed","Wheat(Husked)",2014,0.032466873484342
"7721","Rajura","Green Gram",2016,0.0324648300665592
"7722","Nashik","Pomegranate",2014,0.0324302570508219
"7723","Solapur","Bajri",2016,0.0323282707667107
"7724","Solapur","Rice(Paddy-Hus)",2015,0.0323256524932134
"7725","Dound","Pigeon Pea (Tur)",2016,0.0323091838228369
"7726","Gevrai","Matki",2014,0.0323034632941242
"7727","Sangrampur","Soybean",2015,0.0322945294015719
"7728","Armori-Desaiganj","Chillies(Red)",2014,0.0322900612034609
"7729","Shegaon","Gram",2014,0.0322636153408107
"7730","Anajngaon Surji","Wheat(Husked)",2016,0.0321810909922884
"7731","Lasur Station","Sorgum(Jawar)",2015,0.0321633703540335
"7732","Mumbai","Cummin",2014,0.0321623852207353
"7733","Devala","Gram",2014,0.0321122551666399
"7734","Varud-Rajura Bazar","Soybean",2016,0.0320976905653646
"7735","Malegaon","Matki",2014,0.032035040582307
"7736","Akkolkot","Bajri",2015,0.0320243892267526
"7737","Sindi","Cotton",2016,0.032008860002612
"7738","Dudhani","Sorgum(Jawar)",2016,0.031989492073176
"7739","Solapur","Rice(Paddy-Hus)",2016,0.0319546555068033
"7740","Nandura","Green Gram",2014,0.0319533158087391
"7741","Latur-Murud","Sorgum(Jawar)",2016,0.0319510493130582
"7742","Sangali","Soybean",2014,0.0319503025944584
"7743","Yeotmal","Cotton",2016,0.0319015901646471
"7744","Udgir","Wheat(Husked)",2015,0.0318751418207854
"7745","Sakri","Wheat(Husked)",2016,0.0318727285424441
"7746","Kada (Ashti)","Soybean",2016,0.0318399651637275
"7747","Mumbai","Pineapple",2015,0.0318285364771244
"7748","Amarawati","Cotton",2015,0.0318152718892653
"7749","Dharangaon","Maize",2016,0.0317813147082646
"7750","Bhokar","Sorgum(Jawar)",2015,0.0317735720657517
"7751","Ramtek","Ground Nut Pods (Dry)",2016,0.0317024108875142
"7752","Jalgaon Jamod-Aasalgaon","Soybean",2014,0.0316703425262979
"7753","Lasalgaon","Gram",2014,0.0316595419715639
"7754","Kalamb (Os)","Soybean",2014,0.0316501541098555
"7755","Kopargaon","Maize",2014,0.0316468248888301
"7756","Sakri","Wheat(Husked)",2014,0.0316265060240964
"7757","Kada","Maize",2016,0.0316262915101091
"7758","Sonpeth","Cotton",2015,0.0316128164740999
"7759","Manmad","Onion",2014,0.0315347981331761
"7760","Ghatanji","Cotton",2015,0.0315315333075707
"7761","Barshi-Vairag","Soybean",2014,0.0315038346057147
"7762","Koregaon","Green Gram",2014,0.0314844449760761
"7763","Shirur","Bajri",2015,0.0314699191064728
"7764","Nandurbar","Wheat(Husked)",2014,0.0314543942863353
"7765","Yawal","Bajri",2015,0.0314269680527354
"7766","Pulgaon","Gram",2014,0.0314269680527354
"7767","Tuljapur","Green Gram",2016,0.0314026534553669
"7768","Aurad Shahajani","Pigeon Pea (Tur)",2016,0.031388552582822
"7769","Kannad","Sorgum(Jawar)",2014,0.0313850777055005
"7770","Karanja","Sunflower",2015,0.0313611179363337
"7771","Nandgaon","Sorgum(Jawar)",2016,0.0313597493477467
"7772","Sillod","Wheat(Husked)",2015,0.031287412869741
"7773","Lasalgaon","Onion",2014,0.0312792600427938
"7774","Mohol","Wheat(Husked)",2014,0.0312593157197521
"7775","Sangrampur-Varvatbakal","Soybean",2015,0.0312364306785801
"7776","Mumbai","Melon",2016,0.0311154480182336
"7777","Gevrai","Maize",2014,0.0311003512635636
"7778","Kamthi","Beet Root",2014,0.0310876048793567
"7779","Phaltan","Jaggery",2016,0.0310816167554526
"7780","Pathari","Black Gram",2016,0.0310678605075927
"7781","Hingoli","Soybean",2014,0.031055044622522
"7782","Gondpimpri","Gram",2015,0.031035935860931
"7783","Nashik","Shahale",2014,0.0309935993723727
"7784","Shevgaon","Wheat(Husked)",2016,0.0309874169452136
"7785","Kalamnuri","Sorgum(Jawar)",2015,0.030985520869101
"7786","Morshi","Soybean",2014,0.0309793519218515
"7787","Amalner","Pigeon Pea (Tur)",2014,0.030968180197951
"7788","Anajngaon Surji","Sorgum(Jawar)",2016,0.0309447624842155
"7789","Malegaon (Washim)","Green Gram",2016,0.0308717550929247
"7790","Ulhasnagar","Sugarcane",2016,0.0307776839204917
"7791","Gangapur","Wheat(Husked)",2015,0.0307614123822017
"7792","Chandur Bajar","Wheat(Husked)",2016,0.0307445160057953
"7793","Jalgaon Jamod","Green Gram",2016,0.0307437730950673
"7794","Ramtek","Linseed",2015,0.0307255124375775
"7795","Lonand","Sorgum(Jawar)",2015,0.0307252865010892
"7796","Solapur","Bajri",2014,0.0307236720340552
"7797","Achalpur","Sorgum(Jawar)",2014,0.0307085239281733
"7798","Buldhana","Green Gram",2014,0.0306945712733725
"7799","Pachora","Soybean",2016,0.0306737925427783
"7800","Rahuri-Songaon","Bajri",2016,0.0306568150254725
"7801","Akluj","Gram",2014,0.0306541762079962
"7802","Jalgaon Jamod","Soybean",2015,0.0306176434637233
"7803","Washim","Bajri",2015,0.0305854632439083
"7804","Nira","Bajri",2015,0.0305790542552392
"7805","Vani","Green Gram",2016,0.0305663723792407
"7806","Chalisgaon","Gram",2014,0.0305620744038511
"7807","Ausa","Soybean",2014,0.0305203272585574
"7808","Lonar","Neem-Seed",2016,0.0305039180502687
"7809","Ambad(Vadi Godri)","Wheat(Husked)",2015,0.0304980489209719
"7810","Loha","Gram",2014,0.0304793421075191
"7811","Newasa","Maize",2015,0.030462920350076
"7812","Daryapur","Soybean",2015,0.0303856591453898
"7813","Parli-Vaijnath","Ground Nut Pods (Dry)",2014,0.0303665160235288
"7814","Latur-Murud","Green Gram",2016,0.0303552359426121
"7815","Lasalgaon","Bajri",2014,0.0303252079886156
"7816","Bhokardan","Sorgum(Jawar)",2016,0.0303174610747405
"7817","Sangrampur","Gram",2014,0.0303148769271563
"7818","Hingna","Soybean",2016,0.0303139906193674
"7819","Shrirampur","Gram",2014,0.0303115175369471
"7820","Udgir","Soybean",2014,0.0303093150765984
"7821","Shrirampur","Wheat(Husked)",2016,0.0303041977480535
"7822","Barshi-Vairag","Wheat(Husked)",2014,0.0303028336466902
"7823","Hadgaon","Wheat(Husked)",2016,0.0302908437392349
"7824","Phaltan","Wheat(Husked)",2016,0.0302658579704301
"7825","Pathardi","Green Gram",2016,0.0302554097500845
"7826","Hadgaon","Wheat(Husked)",2014,0.0302433158886043
"7827","Pavani","Pigeon Pea (Tur)",2016,0.0302353008802547
"7828","Mehkar","Wheat(Husked)",2016,0.0302227120820339
"7829","Nanded","Green Gram",2014,0.0302065032739884
"7830","Kolhapur-Laxmipuri","Wheat(Husked)",2016,0.0301105891430942
"7831","Nagpur","Pomegranate",2014,0.030098462138614
"7832","Jalkot","Pigeon Pea (Tur)",2016,0.030081297738598
"7833","Dharni","Pigeon Pea (Tur)",2016,0.0300779588508868
"7834","Bhokardan-Pimpalgaon Renu","Bajri",2015,0.0300675618005962
"7835","Indapur (Nimgaon Ketki)","Rice(Paddy-Hus)",2016,0.0300640638259587
"7836","Digras","Sorgum(Jawar)",2016,0.0300594019392179
"7837","Varora","Cotton",2016,0.0300515700481011
"7838","Barshi","Sunflower",2016,0.0300493763462244
"7839","Chalisgaon","Sunflower",2015,0.0300277165610349
"7840","Shirur","Soybean",2016,0.0300049031210102
"7841","Anajngaon Surji","Gram",2014,0.0299975161682286
"7842","Udgir","Sorgum(Jawar)",2014,0.0299941928823611
"7843","Lonar","Pigeon Pea (Tur)",2014,0.0299799344462316
"7844","Karanja","Bajri",2015,0.0299636341196102
"7845","Ralegaon","Cotton",2014,0.0299287984662883
"7846","Chopda","Maize",2014,0.0298991642447846
"7847","Achalpur","Maize",2015,0.0298734378206676
"7848","Indapur (Nimgaon Ketki)","Maize",2015,0.0298672738415148
"7849","Pusad","Soybean",2014,0.0298641243443618
"7850","Jamkhed","Black Gram",2016,0.0298509787709943
"7851","Beed","Sesamum",2014,0.0298443331406843
"7852","Lakhandur","Pigeon Pea (Tur)",2016,0.0298282680896272
"7853","Chopda","Sorgum(Jawar)",2014,0.0298201441126659
"7854","Katol","Soybean",2014,0.0298189650330914
"7855","Latur","Gram",2014,0.0298126493530108
"7856","Lasur Station","Wheat(Husked)",2016,0.0298040280248844
"7857","Shrirampur-Belapur","Wheat(Husked)",2016,0.0297971957346002
"7858","Jawala-Bajar","Sorgum(Jawar)",2015,0.0297773777805538
"7859","Paithan","Wheat(Husked)",2014,0.0297729171025915
"7860","Samudrapur","Soybean",2015,0.0297671550823157
"7861","Udgir","Pigeon Pea (Tur)",2014,0.029754184520901
"7862","Akkolkot","Bajri",2014,0.0297405317685422
"7863","Murtizapur","Black Gram",2014,0.0297398419635598
"7864","Mehkar","Wheat(Husked)",2014,0.0297023173669146
"7865","Dharangaon","Sorgum(Jawar)",2016,0.0296486906570527
"7866","Shrirampur","Ground Nut Pods (Dry)",2016,0.0296431746979043
"7867","Varud-Rajura Bazar","Soybean",2014,0.0296427552271358
"7868","Himayatnagar","Cotton",2015,0.0296124510024846
"7869","Nashik","Green Chilli",2014,0.0295888714904499
"7870","Ulhasnagar","Green Gram",2016,0.0295706958333983
"7871","Ralegaon","Cotton",2015,0.0295268731011687
"7872","Parshiwani","Cotton",2016,0.0295132278803768
"7873","Morshi","Wheat(Husked)",2016,0.0295123779990482
"7874","Chandrapur","Horse Gram",2015,0.0295004106242153
"7875","Sillod-Bharadi","Bajri",2015,0.0294627825494395
"7876","Shahada","Wheat(Husked)",2016,0.0294441017115886
"7877","Umared","Linseed",2015,0.0294350330739389
"7878","Akole","Bajri",2014,0.0294164162581053
"7879","Rahuri-Vambori","Wheat(Husked)",2014,0.0294006130966461
"7880","Khultabad","Maize",2014,0.0293983125657427
"7881","Purna","Castor Seed",2015,0.0293554074902354
"7882","Katol","Pigeon Pea (Tur)",2014,0.0293510034004961
"7883","Lasalgaon-Niphad","Wheat(Husked)",2016,0.0292980233632463
"7884","Satana","Bajri",2014,0.0292403436357285
"7885","Parbhani","Sorgum(Jawar)",2015,0.0292360857367389
"7886","Parbhani","Soybean",2014,0.0292334459036279
"7887","Rajura","Cotton",2015,0.0292280855644331
"7888","Vaijapur","Horse Gram",2015,0.0292036469221717
"7889","Jalna","Gram",2014,0.0291853459759465
"7890","Indapur-Bhigwan","Gram",2014,0.0291441684961605
"7891","Shirur","Maize",2014,0.0290960298510078
"7892","Morshi","Soybean",2016,0.0290935365887376
"7893","Lonand","Maize",2016,0.0290797102231498
"7894","Parli-Vaijnath","Sorgum(Jawar)",2016,0.0290595464195095
"7895","Chimur","Paddy-Unhusked",2014,0.0290264679266989
"7896","Barshi-Vairag","Sorgum(Jawar)",2016,0.0289988000665434
"7897","Pune","Wheat(Husked)",2014,0.0289943366344275
"7898","Atpadi","Sorgum(Jawar)",2015,0.0289800294976278
"7899","Sinner","Pigeon Pea (Tur)",2014,0.0289118981999025
"7900","Jalgaon","Maize(Corn.)",2014,0.0288615012729203
"7901","Tasgaon","Black Gram",2014,0.0288380838953649
"7902","Umared","Rice(Paddy-Hus)",2015,0.0288047483423521
"7903","Ambad(Vadi Godri)","Sorgum(Jawar)",2014,0.0288036819047609
"7904","Ausa","Mustard",2015,0.0287568899141128
"7905","Shirpur","Wheat(Husked)",2016,0.0287425406044533
"7906","Bhivandi","Potato",2014,0.0287413719479555
"7907","Umarga","Soybean",2014,0.0287162142995449
"7908","Gangapur","Wheat(Husked)",2014,0.0286978759642764
"7909","Jamkhed","Sorgum(Jawar)",2014,0.0286934949163642
"7910","Akkolkot","Pigeon Pea (Tur)",2014,0.0286749150172623
"7911","Ambejogai","Soybean",2014,0.0285420556111445
"7912","Khamgaon","Mustard",2015,0.0285353947542772
"7913","Varora","Soybean",2014,0.0285014249614539
"7914","Hinganghat","Soybean",2014,0.0284716304295933
"7915","Sangali","Wheat(Husked)",2016,0.028460618595518
"7916","Dhamangaon-Rly","Soybean",2014,0.0284310737847367
"7917","Pombhurni","Paddy-Unhusked",2016,0.0284249021786931
"7918","Sinner","Black Gram",2016,0.0283785112671379
"7919","Umari","Soybean",2016,0.0283724001158365
"7920","Dhule","Cowpea",2015,0.0283565843759062
"7921","Chandur Rly.","Wheat(Husked)",2014,0.028353912435901
"7922","Latur","Pigeon Pea (Tur)",2014,0.0283535885211329
"7923","Mandhal","Cotton",2016,0.028302999458215
"7924","Jalna-Badnapur","Green Gram",2015,0.0282842712474619
"7925","Ramtek","Wheat(Husked)",2014,0.0282253251428013
"7926","Chalisgaon","Soybean",2015,0.0281804445604992
"7927","Navapur","Rice(Paddy-Hus)",2016,0.028169014084507
"7928","Solapur","Gram",2014,0.0281680222666788
"7929","Atpadi","Maize",2016,0.0281550545147492
"7930","Varud-Rajura Bazar","Sorgum(Jawar)",2016,0.0281549756404219
"7931","Jamkhed","Soybean",2014,0.0281492688747318
"7932","Akole","Bajri",2016,0.0281484094698668
"7933","Chandrapur","Soybean",2014,0.0281241879712602
"7934","Akluj","Bajri",2016,0.0281155998862768
"7935","Manwat","Cotton",2015,0.028108980688519
"7936","Nagpur","Bor",2015,0.0280797893424311
"7937","Pulgaon","Soybean",2014,0.0280655667090801
"7938","Pulgaon","Cotton",2016,0.0279435353635861
"7939","Purna","Cotton",2015,0.027915289054792
"7940","Loha","Gram",2015,0.027910893728707
"7941","Kalamb (Os)","Gram",2014,0.0278746625387661
"7942","Nandura","Gram",2014,0.0278455490299055
"7943","Gangapur","Gram",2014,0.0278287514163282
"7944","Sakri","Soybean",2016,0.0277987523744514
"7945","Kopargaon","Wheat(Husked)",2016,0.027757054755247
"7946","Pandharkawada","Cotton",2015,0.0277094675579487
"7947","Yeola","Soybean",2014,0.0277029226002177
"7948","Akole","Gram",2014,0.0275800020112941
"7949","Rahuri-Songaon","Wheat(Husked)",2016,0.0275459304124193
"7950","Lonand","Sorgum(Jawar)",2016,0.027476737313675
"7951","Majalgaon","Sunflower",2016,0.0274735755747639
"7952","Shirpur","Bajri",2014,0.0274706226445864
"7953","Chandrapur","Kharbuj",2016,0.0274679692894273
"7954","Sindi","Soybean",2016,0.0273716285505803
"7955","Sangamner","Wheat(Husked)",2016,0.0273554428163629
"7956","Navapur","Soybean",2015,0.0273411980397152
"7957","Kalamb (Yawatmal)","Cotton",2015,0.0273253076214998
"7958","Pune","Banana(Raw)",2015,0.0272769815696793
"7959","Mangaon(Bhadav)","Rice(Paddy-Hus)",2016,0.0272543216362925
"7960","Dhadgaon","Bhagar/Vari",2016,0.0272459987303586
"7961","Sillod","Bajri",2015,0.0271896673074323
"7962","Shegaon","Pigeon Pea (Tur)",2014,0.0270896426121692
"7963","Wardha","Gram",2014,0.02707857682758
"7964","Newasa","Gram",2014,0.0270539379200216
"7965","Shirpur","Cotton",2015,0.0270451486568348
"7966","Bhusaval","Bajri",2014,0.0270195108879255
"7967","Vaduj","Soybean",2014,0.0269714376241219
"7968","Hadgaon","Soybean",2015,0.0269097636882348
"7969","Satana","Ground Nut Pods (Dry)",2015,0.0268968900738476
"7970","Latur","Maize",2014,0.0268908369682006
"7971","Pachora","Sunflower",2016,0.0268792475153101
"7972","Newasa","Bajri",2014,0.0268387319535317
"7973","Mangrulpeer","Gram",2014,0.0268043091849113
"7974","Buldhana","Soybean",2014,0.0267395365181412
"7975","Samudrapur","Cotton",2016,0.0267294659536118
